"ChargePeriodStartTimestamp","ChargePeriodStartDate","Metric","ProjectId","ProjectName","Charges (USD)","Usage","Formatted Usage"
"2025-07-05T07:00:00.000Z","2025-07-05","Function Duration","","",0,0,"0 GB Hrs"
"2025-07-05T07:00:00.000Z","2025-07-05","Advanced Deployment Protection","","",0,0,""
"2025-07-05T07:00:00.000Z","2025-07-05","Fast Data Transfer","","",0,0,"0 B"
"2025-07-05T07:00:00.000Z","2025-07-05","Fluid Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-05T07:00:00.000Z","2025-07-05","Edge Function Execution Units","","",0,0,"0 Execution Units"
"2025-07-05T07:00:00.000Z","2025-07-05","Runtime Cache Writes","","",0,0,"0 Writes"
"2025-07-05T07:00:00.000Z","2025-07-05","Sandbox Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-05T07:00:00.000Z","2025-07-05","BotID Requests","","",0,0,"0 Requests"
"2025-07-05T07:00:00.000Z","2025-07-05","ISR Writes","","",0,0,"0 Writes"
"2025-07-05T07:00:00.000Z","2025-07-05","Function Invocations","","",0,0,"0 Invocations"
"2025-07-05T07:00:00.000Z","2025-07-05","Fast Origin Transfer","","",0,0,"0 B"
"2025-07-05T07:00:00.000Z","2025-07-05","Speed Insights Data Points","","",0,0,"0 Data Points"
"2025-07-05T07:00:00.000Z","2025-07-05","Edge Middleware Invocations","","",0,0,"0 Invocations"
"2025-07-05T07:00:00.000Z","2025-07-05","Speed Insights (formerly named Analytics)","","",0,0,"0 Projects"
"2025-07-05T07:00:00.000Z","2025-07-05","Image Optimization Cache Writes","","",0,0,"0 Writes"
"2025-07-05T07:00:00.000Z","2025-07-05","Sandbox Data Transfer","","",0,0,"0 B"
"2025-07-05T07:00:00.000Z","2025-07-05","Preview Deployment Suffix","","",0,0,""
"2025-07-05T07:00:00.000Z","2025-07-05","Monitoring","","",0,0,""
"2025-07-05T07:00:00.000Z","2025-07-05","Blob Storage Size","","",0,0,"0 B"
"2025-07-05T07:00:00.000Z","2025-07-05","Team Seats","","",0,1,"1 Seat"
"2025-07-05T07:00:00.000Z","2025-07-05","Fluid Active CPU","","",0,0,"0 ms"
"2025-07-05T07:00:00.000Z","2025-07-05","Log Drains Volume","","",0,0,"0 B"
"2025-07-05T07:00:00.000Z","2025-07-05","On-Demand Concurrent Build Minutes","","",0,0,"0 ms"
"2025-07-05T07:00:00.000Z","2025-07-05","Firewall Rate Limit Requests","","",0,0,"0 Requests"
"2025-07-05T07:00:00.000Z","2025-07-05","Blob Data Transfer","","",0,0,"0 B"
"2025-07-05T07:00:00.000Z","2025-07-05","Sandbox Creations","","",0,0,"0 Creations"
"2025-07-05T07:00:00.000Z","2025-07-05","Blob Advanced Operations","","",0,0,"0 Operations"
"2025-07-05T07:00:00.000Z","2025-07-05","Monitoring data points","","",0,0,"0 Events"
"2025-07-05T07:00:00.000Z","2025-07-05","Blob Simple Operations","","",0,0,"0 Operations"
"2025-07-05T07:00:00.000Z","2025-07-05","Edge Requests","","",0,0,"0 Requests"
"2025-07-05T07:00:00.000Z","2025-07-05","Source Images","","",0,0,"0 Images"
"2025-07-05T07:00:00.000Z","2025-07-05","Vercel Remote Caching","","",0,0,"0 B"
"2025-07-05T07:00:00.000Z","2025-07-05","Edge Config Writes","","",0,0,"0 Writes"
"2025-07-05T07:00:00.000Z","2025-07-05","Runtime Cache Reads","","",0,0,"0 Reads"
"2025-07-05T07:00:00.000Z","2025-07-05","Edge Request CPU Duration","","",0,0,"0 ms"
"2025-07-05T07:00:00.000Z","2025-07-05","Edge Config Reads","","",0,0,"0 Reads"
"2025-07-05T07:00:00.000Z","2025-07-05","Concurrent Builds","","",0,1,"1 Build"
"2025-07-05T07:00:00.000Z","2025-07-05","ISR Reads","","",0,0,"0 Reads"
"2025-07-05T07:00:00.000Z","2025-07-05","Image Transformations","","",0,0,"0 Transformations"
"2025-07-05T07:00:00.000Z","2025-07-05","Image Optimization Cache Reads","","",0,0,"0 Reads"
"2025-07-05T07:00:00.000Z","2025-07-05","Sandbox Active CPU","","",0,0,"0 ms"
"2025-07-05T07:00:00.000Z","2025-07-05","Secure Compute Data Transfer","","",0,0,"0 B"
"2025-07-05T07:00:00.000Z","2025-07-05","Web Analytics Events","","",0,0,"0 Events"
"2025-07-06T07:00:00.000Z","2025-07-06","Function Duration","","",0,0,"0 GB Hrs"
"2025-07-06T07:00:00.000Z","2025-07-06","Advanced Deployment Protection","","",0,0,""
"2025-07-06T07:00:00.000Z","2025-07-06","Fast Data Transfer","","",0,0,"0 B"
"2025-07-06T07:00:00.000Z","2025-07-06","Fluid Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-06T07:00:00.000Z","2025-07-06","Edge Function Execution Units","","",0,0,"0 Execution Units"
"2025-07-06T07:00:00.000Z","2025-07-06","Runtime Cache Writes","","",0,0,"0 Writes"
"2025-07-06T07:00:00.000Z","2025-07-06","Sandbox Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-06T07:00:00.000Z","2025-07-06","BotID Requests","","",0,0,"0 Requests"
"2025-07-06T07:00:00.000Z","2025-07-06","ISR Writes","","",0,0,"0 Writes"
"2025-07-06T07:00:00.000Z","2025-07-06","Function Invocations","","",0,0,"0 Invocations"
"2025-07-06T07:00:00.000Z","2025-07-06","Fast Origin Transfer","","",0,0,"0 B"
"2025-07-06T07:00:00.000Z","2025-07-06","Speed Insights Data Points","","",0,0,"0 Data Points"
"2025-07-06T07:00:00.000Z","2025-07-06","Edge Middleware Invocations","","",0,0,"0 Invocations"
"2025-07-06T07:00:00.000Z","2025-07-06","Speed Insights (formerly named Analytics)","","",0,0,"0 Projects"
"2025-07-06T07:00:00.000Z","2025-07-06","Image Optimization Cache Writes","","",0,0,"0 Writes"
"2025-07-06T07:00:00.000Z","2025-07-06","Sandbox Data Transfer","","",0,0,"0 B"
"2025-07-06T07:00:00.000Z","2025-07-06","Preview Deployment Suffix","","",0,0,""
"2025-07-06T07:00:00.000Z","2025-07-06","Monitoring","","",0,0,""
"2025-07-06T07:00:00.000Z","2025-07-06","Blob Storage Size","","",0,0,"0 B"
"2025-07-06T07:00:00.000Z","2025-07-06","Team Seats","","",0,0,"0 Seats"
"2025-07-06T07:00:00.000Z","2025-07-06","Fluid Active CPU","","",0,0,"0 ms"
"2025-07-06T07:00:00.000Z","2025-07-06","Log Drains Volume","","",0,0,"0 B"
"2025-07-06T07:00:00.000Z","2025-07-06","On-Demand Concurrent Build Minutes","","",0,0,"0 ms"
"2025-07-06T07:00:00.000Z","2025-07-06","Firewall Rate Limit Requests","","",0,0,"0 Requests"
"2025-07-06T07:00:00.000Z","2025-07-06","Blob Data Transfer","","",0,0,"0 B"
"2025-07-06T07:00:00.000Z","2025-07-06","Sandbox Creations","","",0,0,"0 Creations"
"2025-07-06T07:00:00.000Z","2025-07-06","Blob Advanced Operations","","",0,0,"0 Operations"
"2025-07-06T07:00:00.000Z","2025-07-06","Monitoring data points","","",0,0,"0 Events"
"2025-07-06T07:00:00.000Z","2025-07-06","Blob Simple Operations","","",0,0,"0 Operations"
"2025-07-06T07:00:00.000Z","2025-07-06","Edge Requests","","",0,0,"0 Requests"
"2025-07-06T07:00:00.000Z","2025-07-06","Source Images","","",0,0,"0 Images"
"2025-07-06T07:00:00.000Z","2025-07-06","Vercel Remote Caching","","",0,0,"0 B"
"2025-07-06T07:00:00.000Z","2025-07-06","Edge Config Writes","","",0,0,"0 Writes"
"2025-07-06T07:00:00.000Z","2025-07-06","Runtime Cache Reads","","",0,0,"0 Reads"
"2025-07-06T07:00:00.000Z","2025-07-06","Edge Request CPU Duration","","",0,0,"0 ms"
"2025-07-06T07:00:00.000Z","2025-07-06","Edge Config Reads","","",0,0,"0 Reads"
"2025-07-06T07:00:00.000Z","2025-07-06","Concurrent Builds","","",0,0,"0 Builds"
"2025-07-06T07:00:00.000Z","2025-07-06","ISR Reads","","",0,0,"0 Reads"
"2025-07-06T07:00:00.000Z","2025-07-06","Image Transformations","","",0,0,"0 Transformations"
"2025-07-06T07:00:00.000Z","2025-07-06","Image Optimization Cache Reads","","",0,0,"0 Reads"
"2025-07-06T07:00:00.000Z","2025-07-06","Sandbox Active CPU","","",0,0,"0 ms"
"2025-07-06T07:00:00.000Z","2025-07-06","Secure Compute Data Transfer","","",0,0,"0 B"
"2025-07-06T07:00:00.000Z","2025-07-06","Web Analytics Events","","",0,0,"0 Events"
"2025-07-07T07:00:00.000Z","2025-07-07","Function Duration","","",0,0,"0 GB Hrs"
"2025-07-07T07:00:00.000Z","2025-07-07","Advanced Deployment Protection","","",0,0,""
"2025-07-07T07:00:00.000Z","2025-07-07","Fast Data Transfer","","",0,0,"0 B"
"2025-07-07T07:00:00.000Z","2025-07-07","Fluid Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-07T07:00:00.000Z","2025-07-07","Edge Function Execution Units","","",0,0,"0 Execution Units"
"2025-07-07T07:00:00.000Z","2025-07-07","Runtime Cache Writes","","",0,0,"0 Writes"
"2025-07-07T07:00:00.000Z","2025-07-07","Sandbox Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-07T07:00:00.000Z","2025-07-07","BotID Requests","","",0,0,"0 Requests"
"2025-07-07T07:00:00.000Z","2025-07-07","ISR Writes","","",0,0,"0 Writes"
"2025-07-07T07:00:00.000Z","2025-07-07","Function Invocations","","",0,0,"0 Invocations"
"2025-07-07T07:00:00.000Z","2025-07-07","Fast Origin Transfer","","",0,0,"0 B"
"2025-07-07T07:00:00.000Z","2025-07-07","Speed Insights Data Points","","",0,0,"0 Data Points"
"2025-07-07T07:00:00.000Z","2025-07-07","Edge Middleware Invocations","","",0,0,"0 Invocations"
"2025-07-07T07:00:00.000Z","2025-07-07","Speed Insights (formerly named Analytics)","","",0,0,"0 Projects"
"2025-07-07T07:00:00.000Z","2025-07-07","Image Optimization Cache Writes","","",0,0,"0 Writes"
"2025-07-07T07:00:00.000Z","2025-07-07","Sandbox Data Transfer","","",0,0,"0 B"
"2025-07-07T07:00:00.000Z","2025-07-07","Preview Deployment Suffix","","",0,0,""
"2025-07-07T07:00:00.000Z","2025-07-07","Monitoring","","",0,0,""
"2025-07-07T07:00:00.000Z","2025-07-07","Blob Storage Size","","",0,0,"0 B"
"2025-07-07T07:00:00.000Z","2025-07-07","Team Seats","","",0,0,"0 Seats"
"2025-07-07T07:00:00.000Z","2025-07-07","Fluid Active CPU","","",0,0,"0 ms"
"2025-07-07T07:00:00.000Z","2025-07-07","Log Drains Volume","","",0,0,"0 B"
"2025-07-07T07:00:00.000Z","2025-07-07","On-Demand Concurrent Build Minutes","","",0,0,"0 ms"
"2025-07-07T07:00:00.000Z","2025-07-07","Firewall Rate Limit Requests","","",0,0,"0 Requests"
"2025-07-07T07:00:00.000Z","2025-07-07","Blob Data Transfer","","",0,0,"0 B"
"2025-07-07T07:00:00.000Z","2025-07-07","Sandbox Creations","","",0,0,"0 Creations"
"2025-07-07T07:00:00.000Z","2025-07-07","Blob Advanced Operations","","",0,0,"0 Operations"
"2025-07-07T07:00:00.000Z","2025-07-07","Monitoring data points","","",0,0,"0 Events"
"2025-07-07T07:00:00.000Z","2025-07-07","Blob Simple Operations","","",0,0,"0 Operations"
"2025-07-07T07:00:00.000Z","2025-07-07","Edge Requests","","",0,0,"0 Requests"
"2025-07-07T07:00:00.000Z","2025-07-07","Source Images","","",0,0,"0 Images"
"2025-07-07T07:00:00.000Z","2025-07-07","Vercel Remote Caching","","",0,0,"0 B"
"2025-07-07T07:00:00.000Z","2025-07-07","Edge Config Writes","","",0,0,"0 Writes"
"2025-07-07T07:00:00.000Z","2025-07-07","Runtime Cache Reads","","",0,0,"0 Reads"
"2025-07-07T07:00:00.000Z","2025-07-07","Edge Request CPU Duration","","",0,0,"0 ms"
"2025-07-07T07:00:00.000Z","2025-07-07","Edge Config Reads","","",0,0,"0 Reads"
"2025-07-07T07:00:00.000Z","2025-07-07","Concurrent Builds","","",0,0,"0 Builds"
"2025-07-07T07:00:00.000Z","2025-07-07","ISR Reads","","",0,0,"0 Reads"
"2025-07-07T07:00:00.000Z","2025-07-07","Image Transformations","","",0,0,"0 Transformations"
"2025-07-07T07:00:00.000Z","2025-07-07","Image Optimization Cache Reads","","",0,0,"0 Reads"
"2025-07-07T07:00:00.000Z","2025-07-07","Sandbox Active CPU","","",0,0,"0 ms"
"2025-07-07T07:00:00.000Z","2025-07-07","Secure Compute Data Transfer","","",0,0,"0 B"
"2025-07-07T07:00:00.000Z","2025-07-07","Web Analytics Events","","",0,0,"0 Events"
"2025-07-08T07:00:00.000Z","2025-07-08","Function Duration","","",0,0,"0 GB Hrs"
"2025-07-08T07:00:00.000Z","2025-07-08","Advanced Deployment Protection","","",0,0,""
"2025-07-08T07:00:00.000Z","2025-07-08","Fast Data Transfer","","",0,0,"0 B"
"2025-07-08T07:00:00.000Z","2025-07-08","Fluid Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-08T07:00:00.000Z","2025-07-08","Edge Function Execution Units","","",0,0,"0 Execution Units"
"2025-07-08T07:00:00.000Z","2025-07-08","Runtime Cache Writes","","",0,0,"0 Writes"
"2025-07-08T07:00:00.000Z","2025-07-08","Sandbox Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-08T07:00:00.000Z","2025-07-08","BotID Requests","","",0,0,"0 Requests"
"2025-07-08T07:00:00.000Z","2025-07-08","ISR Writes","","",0,0,"0 Writes"
"2025-07-08T07:00:00.000Z","2025-07-08","Function Invocations","","",0,0,"0 Invocations"
"2025-07-08T07:00:00.000Z","2025-07-08","Fast Origin Transfer","","",0,0,"0 B"
"2025-07-08T07:00:00.000Z","2025-07-08","Speed Insights Data Points","","",0,0,"0 Data Points"
"2025-07-08T07:00:00.000Z","2025-07-08","Edge Middleware Invocations","","",0,0,"0 Invocations"
"2025-07-08T07:00:00.000Z","2025-07-08","Speed Insights (formerly named Analytics)","","",0,0,"0 Projects"
"2025-07-08T07:00:00.000Z","2025-07-08","Image Optimization Cache Writes","","",0,0,"0 Writes"
"2025-07-08T07:00:00.000Z","2025-07-08","Sandbox Data Transfer","","",0,0,"0 B"
"2025-07-08T07:00:00.000Z","2025-07-08","Preview Deployment Suffix","","",0,0,""
"2025-07-08T07:00:00.000Z","2025-07-08","Monitoring","","",0,0,""
"2025-07-08T07:00:00.000Z","2025-07-08","Blob Storage Size","","",0,0,"0 B"
"2025-07-08T07:00:00.000Z","2025-07-08","Team Seats","","",0,0,"0 Seats"
"2025-07-08T07:00:00.000Z","2025-07-08","Fluid Active CPU","","",0,0,"0 ms"
"2025-07-08T07:00:00.000Z","2025-07-08","Log Drains Volume","","",0,0,"0 B"
"2025-07-08T07:00:00.000Z","2025-07-08","On-Demand Concurrent Build Minutes","","",0,0,"0 ms"
"2025-07-08T07:00:00.000Z","2025-07-08","Firewall Rate Limit Requests","","",0,0,"0 Requests"
"2025-07-08T07:00:00.000Z","2025-07-08","Blob Data Transfer","","",0,0,"0 B"
"2025-07-08T07:00:00.000Z","2025-07-08","Sandbox Creations","","",0,0,"0 Creations"
"2025-07-08T07:00:00.000Z","2025-07-08","Blob Advanced Operations","","",0,0,"0 Operations"
"2025-07-08T07:00:00.000Z","2025-07-08","Monitoring data points","","",0,0,"0 Events"
"2025-07-08T07:00:00.000Z","2025-07-08","Blob Simple Operations","","",0,0,"0 Operations"
"2025-07-08T07:00:00.000Z","2025-07-08","Edge Requests","","",0,0,"0 Requests"
"2025-07-08T07:00:00.000Z","2025-07-08","Source Images","","",0,0,"0 Images"
"2025-07-08T07:00:00.000Z","2025-07-08","Vercel Remote Caching","","",0,0,"0 B"
"2025-07-08T07:00:00.000Z","2025-07-08","Edge Config Writes","","",0,0,"0 Writes"
"2025-07-08T07:00:00.000Z","2025-07-08","Runtime Cache Reads","","",0,0,"0 Reads"
"2025-07-08T07:00:00.000Z","2025-07-08","Edge Request CPU Duration","","",0,0,"0 ms"
"2025-07-08T07:00:00.000Z","2025-07-08","Edge Config Reads","","",0,0,"0 Reads"
"2025-07-08T07:00:00.000Z","2025-07-08","Concurrent Builds","","",0,0,"0 Builds"
"2025-07-08T07:00:00.000Z","2025-07-08","ISR Reads","","",0,0,"0 Reads"
"2025-07-08T07:00:00.000Z","2025-07-08","Image Transformations","","",0,0,"0 Transformations"
"2025-07-08T07:00:00.000Z","2025-07-08","Image Optimization Cache Reads","","",0,0,"0 Reads"
"2025-07-08T07:00:00.000Z","2025-07-08","Sandbox Active CPU","","",0,0,"0 ms"
"2025-07-08T07:00:00.000Z","2025-07-08","Secure Compute Data Transfer","","",0,0,"0 B"
"2025-07-08T07:00:00.000Z","2025-07-08","Web Analytics Events","","",0,0,"0 Events"
"2025-07-09T07:00:00.000Z","2025-07-09","Function Duration","","",0,0,"0 GB Hrs"
"2025-07-09T07:00:00.000Z","2025-07-09","Advanced Deployment Protection","","",0,0,""
"2025-07-09T07:00:00.000Z","2025-07-09","Fast Data Transfer","","",0,0,"0 B"
"2025-07-09T07:00:00.000Z","2025-07-09","Fluid Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-09T07:00:00.000Z","2025-07-09","Edge Function Execution Units","","",0,0,"0 Execution Units"
"2025-07-09T07:00:00.000Z","2025-07-09","Runtime Cache Writes","","",0,0,"0 Writes"
"2025-07-09T07:00:00.000Z","2025-07-09","Sandbox Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-09T07:00:00.000Z","2025-07-09","BotID Requests","","",0,0,"0 Requests"
"2025-07-09T07:00:00.000Z","2025-07-09","ISR Writes","","",0,0,"0 Writes"
"2025-07-09T07:00:00.000Z","2025-07-09","Function Invocations","","",0,0,"0 Invocations"
"2025-07-09T07:00:00.000Z","2025-07-09","Fast Origin Transfer","","",0,0,"0 B"
"2025-07-09T07:00:00.000Z","2025-07-09","Speed Insights Data Points","","",0,0,"0 Data Points"
"2025-07-09T07:00:00.000Z","2025-07-09","Edge Middleware Invocations","","",0,0,"0 Invocations"
"2025-07-09T07:00:00.000Z","2025-07-09","Speed Insights (formerly named Analytics)","","",0,0,"0 Projects"
"2025-07-09T07:00:00.000Z","2025-07-09","Image Optimization Cache Writes","","",0,0,"0 Writes"
"2025-07-09T07:00:00.000Z","2025-07-09","Sandbox Data Transfer","","",0,0,"0 B"
"2025-07-09T07:00:00.000Z","2025-07-09","Preview Deployment Suffix","","",0,0,""
"2025-07-09T07:00:00.000Z","2025-07-09","Monitoring","","",0,0,""
"2025-07-09T07:00:00.000Z","2025-07-09","Blob Storage Size","","",0,0,"0 B"
"2025-07-09T07:00:00.000Z","2025-07-09","Team Seats","","",0,0,"0 Seats"
"2025-07-09T07:00:00.000Z","2025-07-09","Fluid Active CPU","","",0,0,"0 ms"
"2025-07-09T07:00:00.000Z","2025-07-09","Log Drains Volume","","",0,0,"0 B"
"2025-07-09T07:00:00.000Z","2025-07-09","On-Demand Concurrent Build Minutes","","",0,0,"0 ms"
"2025-07-09T07:00:00.000Z","2025-07-09","Firewall Rate Limit Requests","","",0,0,"0 Requests"
"2025-07-09T07:00:00.000Z","2025-07-09","Blob Data Transfer","","",0,0,"0 B"
"2025-07-09T07:00:00.000Z","2025-07-09","Sandbox Creations","","",0,0,"0 Creations"
"2025-07-09T07:00:00.000Z","2025-07-09","Blob Advanced Operations","","",0,0,"0 Operations"
"2025-07-09T07:00:00.000Z","2025-07-09","Monitoring data points","","",0,0,"0 Events"
"2025-07-09T07:00:00.000Z","2025-07-09","Blob Simple Operations","","",0,0,"0 Operations"
"2025-07-09T07:00:00.000Z","2025-07-09","Edge Requests","","",0,0,"0 Requests"
"2025-07-09T07:00:00.000Z","2025-07-09","Source Images","","",0,0,"0 Images"
"2025-07-09T07:00:00.000Z","2025-07-09","Vercel Remote Caching","","",0,0,"0 B"
"2025-07-09T07:00:00.000Z","2025-07-09","Edge Config Writes","","",0,0,"0 Writes"
"2025-07-09T07:00:00.000Z","2025-07-09","Runtime Cache Reads","","",0,0,"0 Reads"
"2025-07-09T07:00:00.000Z","2025-07-09","Edge Request CPU Duration","","",0,0,"0 ms"
"2025-07-09T07:00:00.000Z","2025-07-09","Edge Config Reads","","",0,0,"0 Reads"
"2025-07-09T07:00:00.000Z","2025-07-09","Concurrent Builds","","",0,0,"0 Builds"
"2025-07-09T07:00:00.000Z","2025-07-09","ISR Reads","","",0,0,"0 Reads"
"2025-07-09T07:00:00.000Z","2025-07-09","Image Transformations","","",0,0,"0 Transformations"
"2025-07-09T07:00:00.000Z","2025-07-09","Image Optimization Cache Reads","","",0,0,"0 Reads"
"2025-07-09T07:00:00.000Z","2025-07-09","Sandbox Active CPU","","",0,0,"0 ms"
"2025-07-09T07:00:00.000Z","2025-07-09","Secure Compute Data Transfer","","",0,0,"0 B"
"2025-07-09T07:00:00.000Z","2025-07-09","Web Analytics Events","","",0,0,"0 Events"
"2025-07-10T07:00:00.000Z","2025-07-10","Function Duration","","",0,0,"0 GB Hrs"
"2025-07-10T07:00:00.000Z","2025-07-10","Advanced Deployment Protection","","",0,0,""
"2025-07-10T07:00:00.000Z","2025-07-10","Fast Data Transfer","","",0,0,"0 B"
"2025-07-10T07:00:00.000Z","2025-07-10","Fluid Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-10T07:00:00.000Z","2025-07-10","Edge Function Execution Units","","",0,0,"0 Execution Units"
"2025-07-10T07:00:00.000Z","2025-07-10","Runtime Cache Writes","","",0,0,"0 Writes"
"2025-07-10T07:00:00.000Z","2025-07-10","Sandbox Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-10T07:00:00.000Z","2025-07-10","BotID Requests","","",0,0,"0 Requests"
"2025-07-10T07:00:00.000Z","2025-07-10","ISR Writes","","",0,0,"0 Writes"
"2025-07-10T07:00:00.000Z","2025-07-10","Function Invocations","","",0,0,"0 Invocations"
"2025-07-10T07:00:00.000Z","2025-07-10","Fast Origin Transfer","","",0,0,"0 B"
"2025-07-10T07:00:00.000Z","2025-07-10","Speed Insights Data Points","","",0,0,"0 Data Points"
"2025-07-10T07:00:00.000Z","2025-07-10","Edge Middleware Invocations","","",0,0,"0 Invocations"
"2025-07-10T07:00:00.000Z","2025-07-10","Speed Insights (formerly named Analytics)","","",0,0,"0 Projects"
"2025-07-10T07:00:00.000Z","2025-07-10","Image Optimization Cache Writes","","",0,0,"0 Writes"
"2025-07-10T07:00:00.000Z","2025-07-10","Sandbox Data Transfer","","",0,0,"0 B"
"2025-07-10T07:00:00.000Z","2025-07-10","Preview Deployment Suffix","","",0,0,""
"2025-07-10T07:00:00.000Z","2025-07-10","Monitoring","","",0,0,""
"2025-07-10T07:00:00.000Z","2025-07-10","Blob Storage Size","","",0,0,"0 B"
"2025-07-10T07:00:00.000Z","2025-07-10","Team Seats","","",0,0,"0 Seats"
"2025-07-10T07:00:00.000Z","2025-07-10","Fluid Active CPU","","",0,0,"0 ms"
"2025-07-10T07:00:00.000Z","2025-07-10","Log Drains Volume","","",0,0,"0 B"
"2025-07-10T07:00:00.000Z","2025-07-10","On-Demand Concurrent Build Minutes","","",0,0,"0 ms"
"2025-07-10T07:00:00.000Z","2025-07-10","Firewall Rate Limit Requests","","",0,0,"0 Requests"
"2025-07-10T07:00:00.000Z","2025-07-10","Blob Data Transfer","","",0,0,"0 B"
"2025-07-10T07:00:00.000Z","2025-07-10","Sandbox Creations","","",0,0,"0 Creations"
"2025-07-10T07:00:00.000Z","2025-07-10","Blob Advanced Operations","","",0,0,"0 Operations"
"2025-07-10T07:00:00.000Z","2025-07-10","Monitoring data points","","",0,0,"0 Events"
"2025-07-10T07:00:00.000Z","2025-07-10","Blob Simple Operations","","",0,0,"0 Operations"
"2025-07-10T07:00:00.000Z","2025-07-10","Edge Requests","","",0,0,"0 Requests"
"2025-07-10T07:00:00.000Z","2025-07-10","Source Images","","",0,0,"0 Images"
"2025-07-10T07:00:00.000Z","2025-07-10","Vercel Remote Caching","","",0,0,"0 B"
"2025-07-10T07:00:00.000Z","2025-07-10","Edge Config Writes","","",0,0,"0 Writes"
"2025-07-10T07:00:00.000Z","2025-07-10","Runtime Cache Reads","","",0,0,"0 Reads"
"2025-07-10T07:00:00.000Z","2025-07-10","Edge Request CPU Duration","","",0,0,"0 ms"
"2025-07-10T07:00:00.000Z","2025-07-10","Edge Config Reads","","",0,0,"0 Reads"
"2025-07-10T07:00:00.000Z","2025-07-10","Concurrent Builds","","",0,0,"0 Builds"
"2025-07-10T07:00:00.000Z","2025-07-10","ISR Reads","","",0,0,"0 Reads"
"2025-07-10T07:00:00.000Z","2025-07-10","Image Transformations","","",0,0,"0 Transformations"
"2025-07-10T07:00:00.000Z","2025-07-10","Image Optimization Cache Reads","","",0,0,"0 Reads"
"2025-07-10T07:00:00.000Z","2025-07-10","Sandbox Active CPU","","",0,0,"0 ms"
"2025-07-10T07:00:00.000Z","2025-07-10","Secure Compute Data Transfer","","",0,0,"0 B"
"2025-07-10T07:00:00.000Z","2025-07-10","Web Analytics Events","","",0,0,"0 Events"
"2025-07-11T07:00:00.000Z","2025-07-11","Function Duration","","",0,0,"0 GB Hrs"
"2025-07-11T07:00:00.000Z","2025-07-11","Advanced Deployment Protection","","",0,0,""
"2025-07-11T07:00:00.000Z","2025-07-11","Fast Data Transfer","","",0,0,"0 B"
"2025-07-11T07:00:00.000Z","2025-07-11","Fluid Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-11T07:00:00.000Z","2025-07-11","Edge Function Execution Units","","",0,0,"0 Execution Units"
"2025-07-11T07:00:00.000Z","2025-07-11","Runtime Cache Writes","","",0,0,"0 Writes"
"2025-07-11T07:00:00.000Z","2025-07-11","Sandbox Provisioned Memory","","",0,0,"0 GB Hrs"
"2025-07-11T07:00:00.000Z","2025-07-11","BotID Requests","","",0,0,"0 Requests"
"2025-07-11T07:00:00.000Z","2025-07-11","ISR Writes","","",0,0,"0 Writes"
"2025-07-11T07:00:00.000Z","2025-07-11","Function Invocations","","",0,0,"0 Invocations"
"2025-07-11T07:00:00.000Z","2025-07-11","Fast Origin Transfer","","",0,0,"0 B"
"2025-07-11T07:00:00.000Z","2025-07-11","Speed Insights Data Points","","",0,0,"0 Data Points"
"2025-07-11T07:00:00.000Z","2025-07-11","Edge Middleware Invocations","","",0,0,"0 Invocations"
"2025-07-11T07:00:00.000Z","2025-07-11","Speed Insights (formerly named Analytics)","","",0,0,"0 Projects"
"2025-07-11T07:00:00.000Z","2025-07-11","Image Optimization Cache Writes","","",0,0,"0 Writes"
"2025-07-11T07:00:00.000Z","2025-07-11","Sandbox Data Transfer","","",0,0,"0 B"
"2025-07-11T07:00:00.000Z","2025-07-11","Preview Deployment Suffix","","",0,0,""
"2025-07-11T07:00:00.000Z","2025-07-11","Monitoring","","",0,0,""
"2025-07-11T07:00:00.000Z","2025-07-11","Blob Storage Size","","",0,0,"0 B"
"2025-07-11T07:00:00.000Z","2025-07-11","Team Seats","","",0,0,"0 Seats"
"2025-07-11T07:00:00.000Z","2025-07-11","Fluid Active CPU","","",0,0,"0 ms"
"2025-07-11T07:00:00.000Z","2025-07-11","Log Drains Volume","","",0,0,"0 B"
"2025-07-11T07:00:00.000Z","2025-07-11","On-Demand Concurrent Build Minutes","","",0,0,"0 ms"
"2025-07-11T07:00:00.000Z","2025-07-11","Firewall Rate Limit Requests","","",0,0,"0 Requests"
"2025-07-11T07:00:00.000Z","2025-07-11","Blob Data Transfer","","",0,0,"0 B"
"2025-07-11T07:00:00.000Z","2025-07-11","Sandbox Creations","","",0,0,"0 Creations"
"2025-07-11T07:00:00.000Z","2025-07-11","Blob Advanced Operations","","",0,0,"0 Operations"
"2025-07-11T07:00:00.000Z","2025-07-11","Monitoring data points","","",0,0,"0 Events"
